,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,x_geo,y_geo,transaction_date,log_price,set,zipcode,PREFERRED_CITY,address
12024,5,4.5,5220,67319,2.0,0,0,3,11,5220,2001,-122.128,47.7666,2014-11-18,14.26339638195639,train,98072,WOODINVILLE,"Northeast 191st Street, Woodinville, King County, Washington, United States"
12025,2,2.5,1400,1262,2.0,0,0,3,8,1160,2008,-122.349,47.5342,2014-11-18,12.608198852372825,train,98106,SEATTLE,"Southwest Holden Street, Highland Park, Seattle, King County, Washington, United States"
12026,4,2.25,2240,8376,1.0,0,0,3,8,1740,1984,-122.029,47.6323,2014-11-18,13.180632285528304,train,98074,SAMMAMISH,"Northeast 25th Way, Plateau Estates, Sammamish, King County, Washington, United States"
12027,3,2.5,1570,2577,2.0,0,0,3,7,1570,2005,-121.984,47.7456,2014-11-18,12.61137107308124,train,98019,DUVALL,"Northeast Anderson Street, Duvall, King County, Washington, United States"
12028,3,1.0,1080,10639,1.5,0,0,3,7,1080,1953,-122.219,47.3171,2014-11-18,12.29682700879864,train,98002,AUBURN,"10th Street Northeast, Downtown, Auburn, King County, Washington, United States"
12029,2,2.5,1590,1485,2.0,0,0,3,8,1300,1994,-122.387,47.6375,2014-11-18,13.141185131644916,train,98199,SEATTLE,"West Crockett Street, Southeast Magnolia, Magnolia, Seattle, King County, Washington, United States"
12030,3,1.25,2400,6653,3.0,0,2,3,11,2400,1992,-122.29,47.6019,2014-11-18,14.143374420048886,train,98122,SEATTLE,
12031,3,2.5,2090,3002,2.0,0,0,3,7,1670,2005,-121.984,47.745,2014-11-18,12.771386454580234,train,98019,DUVALL,"1st Avenue Northeast, Duvall, King County, Washington, United States"
12032,3,3.25,5020,12431,2.0,1,4,3,10,3420,1941,-122.287,47.5925,2014-11-18,15.096444403426338,train,98144,SEATTLE,"Lakeside Avenue South, Leschi, Seattle, King County, Washington, United States"
12033,4,2.5,2390,9638,2.0,0,0,3,10,2390,1988,-122.018,47.5598,2014-11-18,13.377780489268837,train,98029,ISSAQUAH,
12034,3,2.5,1980,7800,2.0,0,0,3,8,1980,1999,-122.199,47.4492,2014-11-18,12.793720411897448,train,98055,RENTON,"106th Avenue Southeast, Victoria Hills, Renton, King County, Washington, United States"
12035,4,2.5,2840,8746,2.0,0,0,3,8,2840,2001,-122.013,47.19,2014-11-18,12.733755386362589,train,98022,ENUMCLAW,"Larsen Avenue, The Meadows, Enumclaw, King County, Washington, United States"
12036,3,3.0,2300,7701,1.0,0,0,3,7,2300,1960,-122.18,47.5102,2014-11-18,12.429216196844385,train,98056,RENTON,"Jefferson Avenue Northeast, Renton, King County, Washington, United States"
12037,4,2.0,2850,4497,1.5,0,1,3,7,1730,1910,-122.292,47.5876,2014-11-18,13.38472764187182,train,98144,SEATTLE,"32nd Avenue South, Mount Baker, Seattle, King County, Washington, United States"
12038,2,2.0,1540,7290,2.0,0,0,3,7,1540,1948,-122.395,47.551,2014-11-18,13.044401835934616,train,98136,SEATTLE,"49th Avenue Southwest, Morgan Junction, Seattle, King County, Washington, United States"
12039,3,1.75,1600,7711,1.0,0,0,3,7,1600,1999,-122.202,47.284,2014-11-18,12.498742259492994,train,98002,AUBURN,"V Court Southeast, Forest Villa, Auburn, King County, Washington, United States"
12040,4,2.5,2180,4000,2.0,0,0,3,8,1700,2002,-122.269,47.5553,2014-11-18,13.316300544370511,train,98118,SEATTLE,"South Farrar Street, Seward Park, Seattle, King County, Washington, United States"
12041,4,2.25,1500,5393,2.0,0,0,3,7,1500,1999,-122.263,47.3378,2014-11-18,12.254862809699606,train,98001,AUBURN,"South 294th Place, Auburn, King County, Washington, United States"
12042,3,2.0,1660,11135,1.0,0,0,3,8,1660,1971,-121.787,47.4897,2014-11-18,12.66032791780777,train,98045,NORTH BEND,"415th Avenue Southeast, Tanner, King County, Washington, United States"
12043,3,2.5,1810,4113,2.0,0,0,3,7,1810,2004,-122.126,47.3715,2014-11-18,12.493091998431856,train,98042,KENT,
12044,3,2.0,1690,16061,1.0,0,0,3,7,1690,1984,-122.035,47.6359,2014-11-18,13.03854689131122,train,98074,SAMMAMISH,
12045,4,2.0,1700,21780,1.0,0,0,4,6,1080,1940,-122.108,47.6289,2014-11-18,13.005829561148378,train,98052,REDMOND,"173rd Avenue Northeast, Bretton Wood, Redmond, King County, Washington, United States"
12046,3,1.75,1290,7205,1.5,0,0,3,7,1290,1971,-122.237,47.7329,2014-11-18,12.80765263256463,train,98034,KIRKLAND,"Northeast 144th Street, Inglewood, Kirkland, King County, Washington, United States"
12047,4,2.5,2660,8469,2.0,0,0,3,10,2660,1994,-122.12,47.5529,2014-11-18,13.529566973466212,train,98006,BELLEVUE,
12048,4,2.25,2660,11200,2.0,0,0,4,8,2660,1972,-122.131,47.4722,2014-11-18,12.959844447906551,train,98059,RENTON,"Southeast 146th Place, Renton, King County, Washington, United States"
12049,3,1.75,2000,6130,1.0,0,0,4,8,1120,1951,-122.388,47.6925,2014-11-18,13.215853720491667,train,98117,SEATTLE,"24th Avenue Northwest, Olympic Manor, Seattle, King County, Washington, United States"
12050,5,3.25,2860,20790,1.0,0,0,4,7,1800,1965,-122.295,47.7757,2014-11-18,13.244581010128575,train,98155,SEATTLE,"Northeast 203rd Street, Ballinger, Lake Forest Park, King County, Washington, United States"
12051,3,1.5,1400,9600,1.0,0,0,4,7,1400,1964,-122.297,47.2878,2014-11-18,12.254862809699606,train,98003,FEDERAL WAY,"28th Avenue South, Emery Woods, Federal Way, King County, Washington, United States"
12052,3,2.5,3380,9528,2.0,0,0,3,10,3380,1994,-122.148,47.5275,2014-11-18,13.529160930746272,train,98059,RENTON,"Southeast 83rd Street, Newcastle, King County, Washington, United States"
12053,3,2.0,1790,7259,1.0,0,0,3,7,1390,1980,-122.171,47.4643,2014-11-18,12.634603026569334,train,98058,RENTON,"Pierce Avenue Southeast, Tiffany Park, Maplewood, Renton, King County, Washington, United States"
12054,3,1.0,1320,5000,1.0,0,0,4,7,1090,1920,-122.365,47.6674,2014-11-18,13.294634598344782,train,98107,SEATTLE,"Northwest 53rd Street, Phinney Ridge, Seattle, King County, Washington, United States"
12055,3,2.0,1470,12096,1.0,0,0,4,6,1470,1942,-122.193,47.3734,2014-11-18,12.429216196844385,train,98030,KENT,
12056,2,2.5,1620,14467,2.0,0,0,3,7,1620,1981,-122.035,47.6306,2014-11-18,13.071070083016778,train,98074,SAMMAMISH,
12057,4,2.25,2380,4876,2.0,0,0,4,9,2240,1948,-122.4,47.6822,2014-11-18,13.681979165339753,train,98117,SEATTLE,"33rd Avenue Northwest, Sunset Hill, Ballard, Seattle, King County, Washington, United States"
12058,3,2.5,1630,11592,2.0,0,0,3,8,1630,1987,-122.228,47.7574,2014-11-18,12.79496980471632,train,98011,BOTHELL,"Northeast 178th Street, Wayne, Bothell, King County, Washington, United States"
12059,1,1.0,870,26326,1.0,0,0,3,6,870,1939,-122.3,47.4152,2014-11-18,11.964001084330445,train,98198,SEATTLE,"South 208th Street, SeaTac, King County, Washington, United States"
12060,3,1.5,1030,6969,1.0,0,0,4,6,1030,1921,-122.3,47.5492,2014-11-18,12.751299696013495,train,98108,SEATTLE,"25th Avenue South, Rainier Valley, Seattle, King County, Washington, United States"
12061,3,1.5,1390,5040,1.0,0,0,3,7,1090,1947,-122.282,47.6611,2014-11-18,13.286181462633724,train,98105,SEATTLE,"43rd Avenue Northeast, Laurelhurst, Seattle, King County, Washington, United States"
12062,5,3.25,4115,7910,2.0,0,0,3,9,4115,2014,-122.016,47.6847,2014-11-18,13.804277705031144,train,98053,REDMOND,"242nd Way Northeast, Deveron, Redmond Ridge East, Redmond, King County, Washington, United States"
12063,3,1.0,1520,8055,1.5,0,0,3,7,1520,1952,-122.305,47.7222,2014-11-18,12.538967060803502,train,98125,SEATTLE,
12064,2,1.0,1180,6000,1.0,0,0,3,7,1180,1910,-122.373,47.6531,2014-11-18,13.017002861746503,train,98119,SEATTLE,"13th Avenue West, Queen Anne, Seattle, King County, Washington, United States"
12065,3,2.5,2620,4558,2.0,0,3,3,7,2620,2010,-121.974,47.1944,2014-11-18,12.533576212168626,train,98022,ENUMCLAW,"Petersen Drive East, Enumclaw, King County, Washington, United States"
12066,3,1.0,1100,7470,1.0,0,0,4,5,1100,1917,-121.831,47.5242,2014-11-18,12.429216196844385,train,98065,SNOQUALMIE,
12067,3,1.5,1530,10827,1.0,0,0,4,8,1530,1955,-122.234,47.6354,2014-11-18,13.670484785914017,train,98039,MEDINA,"79th Avenue Northeast, Medina, King County, Washington, United States"
12068,3,1.5,990,8925,1.0,0,0,4,7,990,1962,-122.331,47.3294,2014-11-18,11.970350312009105,train,98003,FEDERAL WAY,"South 304th Place, Puget Sound Hills, Federal Way, King County, Washington, United States"
12069,3,2.5,2540,40106,2.0,0,0,3,10,2540,1991,-122.043,47.6037,2014-11-18,13.142166004700508,train,98074,SAMMAMISH,"222nd Place Southeast, Sammamish, King County, Washington, United States"
12070,2,1.0,1250,5040,1.0,0,0,3,7,950,1920,-122.365,47.6959,2014-11-18,13.132313708257495,train,98117,SEATTLE,"7th Avenue Northwest, Crown Hill, Greenwood, Seattle, King County, Washington, United States"
12071,3,2.5,2930,9280,2.0,0,0,4,10,2930,1988,-122.151,47.6335,2014-11-18,13.715690222682063,train,98007,BELLEVUE,
12072,3,1.0,1370,17859,1.0,0,0,4,7,1150,1930,-121.859,47.5617,2014-11-18,12.524526376648708,train,98024,FALL CITY,"Southeast 46th Street, Spring Glen, King County, Washington, United States"
12073,3,1.75,1680,4240,1.5,0,0,4,7,1680,1926,-122.311,47.5745,2014-11-18,13.199324418540456,train,98144,SEATTLE,"17th Avenue South, Beacon Hill, Seattle, King County, Washington, United States"
12074,4,2.5,2350,7245,2.0,0,0,3,8,2350,1993,-122.023,47.6318,2014-11-18,13.302766428375651,train,98074,SAMMAMISH,"Northeast 24th Place, Sammamish, King County, Washington, United States"
12075,3,1.0,1020,7650,1.0,0,0,3,7,1020,1940,-122.352,47.7198,2014-11-18,12.587927887999204,train,98133,SEATTLE,"Evanston Avenue North, Bitter Lake, Broadview, Seattle, King County, Washington, United States"
12076,4,2.5,2680,8778,2.0,0,0,4,8,2680,1977,-122.161,47.5516,2014-11-19,13.577253368840015,train,98006,BELLEVUE,"Southeast 57th Street, Bellevue, King County, Washington, United States"
12077,4,2.75,1500,7036,1.0,0,0,3,7,1060,1979,-122.276,47.3665,2014-11-19,12.478006361013817,train,98032,KENT,"46th Avenue South, Kent, King County, Washington, United States"
12078,3,1.75,2280,3446,2.0,0,0,3,8,2280,1949,-122.282,47.715,2014-11-19,13.484224848030362,train,98125,SEATTLE,"Sand Point Way Northeast, Alicia Park, Lake City, Seattle, King County, Washington, United States"
12079,3,2.0,1450,9132,1.0,0,0,3,7,1450,1987,-122.226,47.7288,2014-11-19,12.877740794412995,train,98034,KIRKLAND,"Northeast 142nd Street, Simonds Estates, Inglewood, Kirkland, King County, Washington, United States"
12080,2,2.5,1700,2513,2.0,0,0,3,8,1700,2009,-121.878,47.5163,2014-11-19,12.842649474601725,train,98065,SNOQUALMIE,"Snoqualmie, King County, Washington, United States"
12081,3,2.5,1440,5434,2.0,0,0,3,7,1440,2003,-122.034,47.6818,2014-11-19,12.994530005894443,train,98053,REDMOND,"229th Place Northeast, Redmond Ridge, Redmond, King County, Washington, United States"
12082,3,1.75,1610,7350,1.0,0,0,3,8,1610,1974,-122.131,47.4503,2014-11-19,12.655554639055111,train,98058,RENTON,"157th Place Southeast, Fairwood Greens, Renton, King County, Washington, United States"
12083,3,2.25,2180,9246,2.0,0,0,3,9,2180,1984,-122.031,47.6215,2014-11-19,13.253391639810731,train,98074,SAMMAMISH,
12084,4,2.5,2030,4499,2.0,0,0,3,8,2030,2003,-122.119,47.4511,2014-11-19,12.80902155817197,train,98058,RENTON,"166th Place Southeast, Woodside, Renton, King County, Washington, United States"
12085,3,1.75,1880,45738,1.0,0,0,4,8,1410,1980,-122.114,47.7662,2014-11-19,13.217673557208654,train,98072,WOODINVILLE,"170th Avenue Northeast, Woodinville, King County, Washington, United States"
12086,3,1.0,1190,7000,1.0,0,0,3,7,1190,1943,-122.403,47.6453,2014-11-19,13.15676480412166,train,98199,SEATTLE,
12087,4,1.75,2000,6000,1.0,0,3,5,7,1000,1956,-122.348,47.6428,2014-11-19,13.473020249017498,train,98109,SEATTLE,"5th Avenue North, Fremont, Seattle, King County, Washington, United States"
12088,2,1.0,1260,5100,1.5,0,0,4,7,1120,1925,-122.384,47.6805,2014-11-19,13.176851562688398,train,98117,SEATTLE,"22nd Avenue Northwest, Ballard, Seattle, King County, Washington, United States"
12089,4,2.0,1720,7560,1.0,0,0,3,7,1720,1959,-122.25,47.2845,2014-11-19,12.235631447771718,train,98001,AUBURN,"Chicago Avenue, Algona, King County, Washington, United States"
12090,4,2.5,2100,3125,2.0,0,2,3,7,1400,1907,-122.358,47.6634,2014-11-19,13.296316684527769,train,98107,SEATTLE,"Northwest 47th Street, Phinney Ridge, Seattle, King County, Washington, United States"
12091,3,2.0,1430,7280,1.0,0,0,3,7,990,1980,-122.18,47.3742,2014-11-19,12.429216196844385,train,98030,KENT,"120th Place Southeast, Theresa Terrace, Kent, King County, Washington, United States"
12092,2,1.5,1010,6000,1.0,0,0,4,7,1010,1923,-122.222,47.498,2014-11-19,12.502466658583977,train,98178,SEATTLE,"South 117th Street, Bryn Mawr, Seattle, King County, Washington, United States"
12093,3,1.75,1810,5733,1.0,0,0,4,7,1010,1926,-122.388,47.5709,2014-11-19,13.151922179645874,train,98116,SEATTLE,"44th Avenue Southwest, West Seattle, Seattle, King County, Washington, United States"
12094,3,1.75,2130,20423,1.0,0,0,3,9,2130,1953,-122.192,47.6339,2014-11-19,13.411294669256542,train,98004,BELLEVUE,
12095,3,1.5,1090,8400,1.0,0,0,4,7,1090,1966,-122.115,47.6219,2014-11-19,12.936033799212836,train,98008,BELLEVUE,
12096,3,1.0,1200,8316,1.0,0,0,4,6,1200,1953,-122.215,47.3231,2014-11-19,12.154779351142624,train,98002,AUBURN,"17th Street Northeast, Rivers Bend, Auburn, King County, Washington, United States"
12097,3,1.0,1470,8200,1.0,0,0,3,7,1040,1953,-122.302,47.7347,2014-11-19,12.577636201962656,train,98155,SEATTLE,"Shoreline United Methodist Church Park and Ride, 25th Avenue Northeast, Briarcrest, Shoreline, King County, Washington, United States"
12098,1,2.25,1220,2100,2.0,0,2,4,8,1220,1946,-122.204,47.6703,2014-11-19,13.324324149450632,train,98033,KIRKLAND,"2nd Street South, Kirkland, King County, Washington, United States"
12099,3,1.0,1690,7700,1.0,0,0,4,7,1690,1969,-122.304,47.3444,2014-11-19,12.2783933071098,train,98003,FEDERAL WAY,"South 287th Street, Laurelwood, Federal Way, King County, Washington, United States"
12100,3,3.0,3490,4500,2.5,0,0,3,9,3170,1924,-122.321,47.6394,2014-11-19,13.864300722133706,train,98102,SEATTLE,
12101,3,1.75,1640,6435,1.0,0,0,3,7,1190,1972,-122.217,47.7197,2014-11-19,12.936033799212836,train,98034,KIRKLAND,"Northeast 133rd Street, Finn Hill, Kirkland, King County, Washington, United States"
12102,3,2.5,2030,10958,2.0,0,0,3,8,2030,1983,-122.11,47.7251,2014-11-19,13.180632285528304,train,98052,REDMOND,"172nd Avenue Northeast, Cottage Lake, King County, Washington, United States"
12103,3,2.5,2100,9040,1.0,0,0,3,8,1700,1989,-122.173,47.5329,2014-11-19,13.135082149812105,train,98056,RENTON,"Southeast 78th Place, Olympus, Newcastle, King County, Washington, United States"
12104,2,1.0,800,5280,1.0,0,0,5,6,800,1918,-121.995,47.205,2014-11-19,12.180754837545884,train,98022,ENUMCLAW,"Division Street, Enumclaw, King County, Washington, United States"
12105,5,1.75,2040,5280,1.0,0,0,4,7,1020,1961,-122.144,47.5941,2014-11-19,13.16158409055761,train,98007,BELLEVUE,"147th Avenue Southeast, Robinswood, Bellevue, King County, Washington, United States"
12106,3,1.5,1370,7500,1.0,0,0,3,7,1080,1958,-122.322,47.4167,2014-11-19,12.220961258023925,train,98198,SEATTLE,"10th Avenue South, North Hill, Des Moines, King County, Washington, United States"
12107,3,2.25,2580,7434,1.0,0,0,3,7,1630,1963,-122.332,47.7446,2014-11-19,12.736700896592344,train,98133,SEATTLE,"North 159th Street, Parkwood, Shoreline, King County, Washington, United States"
12108,4,3.5,3350,3752,2.0,0,0,3,9,2550,2007,-122.365,47.6782,2014-11-19,13.825460888817442,train,98117,SEATTLE,"7th Avenue Northwest, Whittier Heights, Phinney Ridge, Seattle, King County, Washington, United States"
12109,4,1.75,1980,8400,1.0,0,0,3,7,1330,1968,-122.152,47.6721,2014-11-19,12.959844447906551,train,98052,REDMOND,"140th Place Northeast, Woodford, Redmond, King County, Washington, United States"
12110,4,2.5,2650,6366,2.0,0,0,3,9,2650,1998,-122.171,47.3325,2014-11-19,12.771386454580234,train,98092,AUBURN,"Southeast 301st Street, Lea Hill, Auburn, King County, Washington, United States"
12111,5,1.0,1810,11205,1.5,0,2,3,7,1810,1915,-122.262,47.5099,2014-11-19,13.112313041550829,train,98178,SEATTLE,"South Ryan Street, Rainier Beach, Seattle, King County, Washington, United States"
12112,4,2.5,2280,9899,2.0,0,0,3,8,2280,1987,-122.148,47.461,2014-11-19,12.691580461311874,train,98058,RENTON,
12113,3,2.5,2430,4203,2.0,0,0,3,8,2430,2001,-121.875,47.5346,2014-11-19,13.151922179645874,train,98065,SNOQUALMIE,"Southeast Burrows Way, Snoqualmie, King County, Washington, United States"
12114,3,1.75,1640,11730,1.0,0,0,5,7,1640,1967,-122.189,47.7351,2014-11-19,12.891691559669328,train,98034,KIRKLAND,"114th Avenue Northeast, Kirkland, King County, Washington, United States"
12115,2,1.5,1078,1263,2.0,0,0,3,7,1078,1990,-122.244,47.7532,2014-11-19,12.388394202324127,train,98028,KENMORE,"Northeast 171st Lane, Moorlands, Kenmore, King County, Washington, United States"
12116,3,3.0,2390,19454,1.5,0,0,3,8,2390,2008,-122.336,47.4545,2014-11-19,13.16062208952142,train,98166,SEATTLE,
12117,3,2.5,1850,4600,2.0,0,0,3,7,1850,2005,-122.145,47.4661,2014-11-19,12.608198852372825,train,98058,RENTON,"Southeast 153rd Place, Pioneer Place, Renton, King County, Washington, United States"
12118,3,1.5,1260,5758,2.0,0,0,3,7,1260,1999,-122.139,47.5524,2014-11-19,12.71589776896258,train,98006,BELLEVUE,"Southeast 54th Place, Hilltop, Bellevue, King County, Washington, United States"
12119,2,1.0,680,8640,1.0,0,0,4,5,680,1951,-122.289,47.4559,2014-11-19,12.170445467887022,train,98188,SEATTLE,"34th Avenue South, McVan, SeaTac, King County, Washington, United States"
12120,4,2.5,3220,20251,1.0,0,0,3,10,3220,1969,-122.192,47.5692,2014-11-19,14.68050799545088,train,98006,BELLEVUE,
12121,2,1.5,1820,7800,1.0,0,0,4,7,1240,1956,-122.357,47.7513,2014-11-19,13.038981768465275,train,98133,SEATTLE,"North 168th Street, Richmond Highlands, Shoreline, King County, Washington, United States"
12122,1,1.0,550,5700,1.0,0,0,2,6,550,1916,-122.366,47.6846,2014-11-19,12.577636201962656,train,98117,SEATTLE,
12123,4,1.0,1200,7552,1.0,0,0,3,6,1060,1919,-122.37,47.5317,2014-11-19,12.425208175446844,train,98126,SEATTLE,"29th Avenue Southwest, Westwood, Seattle, King County, Washington, United States"
12124,4,2.5,3420,7462,2.0,0,0,3,9,3420,2002,-122.064,47.6388,2014-11-19,13.641038116113718,train,98074,SAMMAMISH,"Northeast 32nd Court, Sahalee, Sammamish, King County, Washington, United States"
12125,3,2.5,2010,6857,1.0,0,0,4,9,1450,1955,-122.314,47.6402,2014-11-19,13.77468856344402,train,98102,SEATTLE,
12126,3,1.0,2230,3200,2.0,0,2,3,8,1630,1918,-122.356,47.6334,2014-11-19,13.554145793829866,train,98109,SEATTLE,
12127,2,1.0,1390,11340,1.0,0,0,4,7,1390,1969,-122.3,47.4969,2014-11-19,12.128111104060462,train,98168,SEATTLE,
12128,3,2.5,2280,6386,2.0,0,0,3,8,2280,2008,-122.096,47.3861,2014-11-19,12.65075846679162,train,98042,KENT,"184th Avenue Southeast, Covington, King County, Washington, United States"
12129,3,2.75,2830,505166,1.0,1,3,4,8,1830,1962,-122.514,47.3782,2014-11-19,13.81451005763069,train,98070,VASHON,"138th Place Southwest, King County, Washington, United States"
12130,4,2.5,2300,7314,1.0,0,0,4,8,1420,1979,-122.33,47.7671,2014-11-19,13.049792684569493,train,98133,SEATTLE,"North 190th Court, Echo Lake, Shoreline, King County, Washington, United States"
12131,2,1.0,810,9882,1.0,0,0,3,6,810,1944,-122.239,47.4925,2014-11-19,12.0435537160324,train,98178,SEATTLE,"South 126th Street, Skyway, King County, Washington, United States"
12132,3,2.5,1920,1649,2.5,0,0,3,8,1600,2004,-122.388,47.5901,2014-11-19,13.203943364396752,train,98116,SEATTLE,"44th Avenue Southwest, Seattle, King County, Washington, United States"
12133,3,2.5,2710,18480,2.0,0,2,3,10,2000,1978,-122.259,47.7256,2014-11-19,13.514405465180351,train,98034,KIRKLAND,"Northeast 138th Place, Manitou, Kirkland, King County, Washington, United States"
12134,4,2.0,1820,5001,2.0,0,0,3,7,1820,1947,-122.373,47.6438,2014-11-19,13.465953081794405,train,98119,SEATTLE,"West Bothwell Street, Interbay, Queen Anne, Seattle, King County, Washington, United States"
12135,4,1.5,1800,6750,1.5,0,0,4,7,1800,1950,-122.285,47.6868,2014-11-19,13.139220494470752,train,98115,SEATTLE,"40th Avenue Northeast, Wedgwood, Seattle, King County, Washington, United States"
12136,3,2.5,2350,4975,2.0,0,0,3,8,2350,2012,-122.01,47.5418,2014-11-19,13.458835614025542,train,98029,ISSAQUAH,
12137,2,1.0,920,4400,1.0,0,0,3,7,920,1948,-122.332,47.6903,2014-11-19,12.92910139177192,train,98103,SEATTLE,"Bagley Avenue North, Licton Springs, Maple Leaf, Seattle, King County, Washington, United States"
12138,2,1.5,1070,877,3.0,0,0,3,8,1070,2005,-122.393,47.6699,2014-11-19,12.853175887588712,train,98107,SEATTLE,"28th Avenue Northwest, Sunset Hill, Ballard, Seattle, King County, Washington, United States"
12139,2,1.0,1240,5500,1.0,0,0,3,7,1240,1954,-122.317,47.6461,2014-11-19,13.710150042306449,train,98102,SEATTLE,
12140,3,1.5,1700,8067,1.0,0,0,3,7,1250,1956,-122.324,47.7384,2014-11-19,12.66032791780777,train,98155,SEATTLE,
12141,3,1.5,2060,15050,1.5,0,0,4,7,2060,1938,-122.373,47.3321,2014-11-19,12.591335046320818,train,98023,FEDERAL WAY,"30th Avenue Southwest, Lakota, Federal Way, King County, Washington, United States"
12142,3,2.5,1930,6180,1.0,0,0,3,7,1330,1961,-122.327,47.7481,2014-11-19,12.834681304952548,train,98155,SEATTLE,
12143,3,2.0,1540,7210,2.0,0,0,4,7,1540,1984,-122.351,47.3128,2014-11-19,12.43718436649356,train,98023,FEDERAL WAY,
12144,4,2.5,2630,6100,2.0,0,0,3,8,2630,2004,-122.167,47.7735,2014-11-19,13.26546755437278,train,98072,WOODINVILLE,"130th Avenue Northeast, Woodinville, King County, Washington, United States"
12145,3,2.0,1400,9177,1.0,0,0,3,7,1400,1974,-122.272,47.3415,2014-11-19,12.358793732547838,train,98001,AUBURN,"50th Place South, Auburn, King County, Washington, United States"
12146,3,1.0,1180,3750,1.0,0,0,3,6,1030,1940,-122.382,47.5726,2014-11-19,12.959844447906551,train,98116,SEATTLE,
12147,3,2.5,1650,6675,1.0,0,0,3,8,1290,1990,-122.372,47.2899,2014-11-19,12.4130868149145,train,98023,FEDERAL WAY,"30th Avenue Southwest, Federal Way, King County, Washington, United States"
12148,1,2.0,1240,4800,2.0,0,0,3,6,1240,1910,-122.211,47.4778,2014-11-19,12.577636201962656,train,98055,RENTON,"Morris Avenue South, Renton, King County, Washington, United States"
12149,4,2.5,2080,5191,2.0,0,0,3,8,2080,2001,-122.017,47.5978,2014-11-19,13.306350213517344,train,98075,SAMMAMIISH,"241st Avenue Southeast, Sammamish, King County, Washington, United States"
12150,4,2.0,1980,23625,2.0,0,0,3,8,1980,1938,-122.092,47.7553,2014-11-19,13.398478813484644,train,98072,WOODINVILLE,"185th Avenue Northeast, Cottage Lake, King County, Washington, United States"
12151,3,1.75,1540,8925,1.0,0,0,4,7,1540,1957,-122.337,47.7762,2014-11-19,12.8802918162046,train,98133,SEATTLE,"North 203rd Street, Echo Lake, Shoreline, King County, Washington, United States"
12152,3,1.0,1630,8146,1.0,0,0,3,7,1630,1952,-122.29,47.7293,2014-11-19,12.936033799212836,train,98125,SEATTLE,"36th Avenue Northeast, Cedar Park, Lake City, Seattle, King County, Washington, United States"
12153,4,3.75,4090,24825,2.0,0,0,4,11,3400,1926,-122.319,47.6338,2014-11-19,14.690979295318174,train,98102,SEATTLE,"Federal Avenue East, Capitol Hill, Seattle, King County, Washington, United States"
12154,3,1.75,1560,9247,1.0,0,0,3,7,1160,1989,-122.174,47.6954,2014-11-20,13.102160670086809,train,98033,KIRKLAND,"Northeast 107th Place, Kirkland, King County, Washington, United States"
12155,4,2.5,3030,10189,1.0,0,0,3,9,2380,2003,-122.206,47.6367,2014-11-20,14.20077295875492,train,98004,BELLEVUE,"Northeast 29th Place, Bellevue, King County, Washington, United States"
12156,4,2.25,2730,5000,1.0,0,0,5,7,1460,1955,-122.393,47.5843,2014-11-20,13.554145793829866,train,98116,SEATTLE,
12157,3,3.25,1370,915,2.0,0,0,3,8,1100,2006,-122.388,47.5639,2014-11-20,12.86876061860541,train,98116,SEATTLE,"44th Avenue Southwest, Alaska Junction, West Seattle, Seattle, King County, Washington, United States"
12158,2,1.0,880,6900,1.0,0,0,3,6,880,1943,-122.191,47.4903,2014-11-20,12.154779351142624,train,98056,RENTON,"Grandey Way Northeast, Highlands Park, Renton, King County, Washington, United States"
12159,3,1.75,1880,9360,1.0,0,0,4,7,940,1941,-122.283,47.7131,2014-11-20,13.006952525893,train,98125,SEATTLE,
12160,3,2.0,1650,11256,1.0,0,0,4,7,1250,1957,-122.26,47.4707,2014-11-20,12.591335046320818,train,98168,SEATTLE,"59th Avenue South, Tukwila, King County, Washington, United States"
12161,4,3.0,3350,23781,1.0,0,0,4,9,2020,1979,-122.132,47.56,2014-11-20,13.5985975564007,train,98006,BELLEVUE,"Southeast 47th Place, Hilltop, Bellevue, King County, Washington, United States"
12162,5,3.0,3720,25474,2.0,0,4,3,9,2090,1986,-122.256,47.3296,2014-11-20,13.122363377404328,train,98001,AUBURN,"T Street Northwest, West Hill, Auburn, King County, Washington, United States"
12163,5,4.25,3970,4500,2.0,0,0,3,9,2860,2004,-122.069,47.5402,2014-11-20,13.606639665936784,train,98027,ISSAQUAH,"Northwest Spring Fork Lane, Talus, Issaquah, King County, Washington, United States"
12164,2,1.75,1679,577605,2.0,0,0,3,9,1679,2001,-122.475,47.463,2014-11-20,13.458835614025542,train,98070,VASHON,"Vashon, King County, Washington, United States"
12165,3,2.25,2140,6720,1.0,0,0,3,8,1440,1961,-122.396,47.6949,2014-11-20,13.16924696330318,train,98117,SEATTLE,"30th Avenue Northwest, North Beach, Seattle, King County, Washington, United States"
12166,4,2.5,2906,5893,2.0,0,0,3,9,2906,2014,-122.192,47.2599,2014-11-20,12.944181241374638,train,98092,AUBURN,
12167,3,2.5,2100,6825,2.0,0,0,3,8,2100,1994,-122.189,47.4314,2014-11-20,12.628067055589549,train,98055,RENTON,"114th Court Southeast, Chinoquan, Renton, King County, Washington, United States"
12168,3,1.75,1470,7350,1.0,0,0,3,8,1470,1963,-122.154,47.6687,2014-11-20,12.977337605354071,train,98052,REDMOND,"139th Place Northeast, Strattonwood, Redmond, King County, Washington, United States"
